0,41.87,0.48,0.05,10,17
0,0,40,551.336276052,0,1.09,1.01,0.03,0.05,91,553.280330357,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:16
0,0,40,571.893899078,1,0.29,0.14,0.03,0.12,106,573.824447494,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:25
0,0,40,550.884751537,2,0.4,0.09,0.03,0.28,86,552.049868441,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:30
0,0,40,533.548724995,3,0.75,0.17,0.06,0.52,113,535.161315361,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:36
0,0,40,484.531804919,4,0.2,0.1,0.04,0.07,98,486.380349779,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:43
0,0,40,475.219045078,5,0.47,0.08,0.03,0.35,91,476.428398684,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:50
0,0,40,468.338377391,6,0.42,0.15,0.03,0.23,96,469.817112261,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:56
0,0,40,467.420559096,7,0.34,0.09,0.03,0.22,104,468.585585869,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:67
0,0,40,446.685002493,8,1.34,0.26,0.03,1.05,97,448.325625333,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:82
0,0,40,258.097677762,9,0.89,0.73,0.03,0.13,99,259.181593758,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:103
0,0,40,256.354604101,10,0.69,0.22,0.03,0.45,92,257.350643487,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:122
0,0,40,255.973092176,11,0.32,0.18,0.03,0.11,98,256.863790233,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:134
0,0,40,252.674382589,12,0.34,0.22,0.03,0.08,100,253.713597078,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:143
0,0,40,251.458036423,13,0.27,0.13,0.03,0.1,89,252.700873559,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:162
0,0,40,249.197841563,14,0.73,0.18,0.03,0.52,98,250.481407064,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:170
0,1,40,470.636002258,0,0.34,0.25,0.04,0.05,101,472.098901328,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:69
0,1,40,445.237496837,1,0.32,0.22,0.03,0.07,103,446.767251908,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:86
0,1,40,260.411915082,2,0.25,0.08,0.03,0.13,96,261.460884119,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:95
0,1,40,259.181593758,3,0.29,0.13,0.03,0.13,91,260.358953165,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:99
0,1,40,258.594492106,4,1.08,0.54,0.03,0.51,93,259.645494296,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:109
0,1,40,255.140806689,5,0.22,0.08,0.03,0.1,90,256.171349073,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:128
0,1,40,254.50077486,6,0.3,0.11,0.03,0.16,89,255.181922072,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:142
0,1,40,253.071796266,7,0.56,0.35,0.03,0.18,95,254.093160836,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:152
0,1,40,250.429278175,8,0.24,0.09,0.04,0.12,94,251.699246427,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:159
0,1,40,248.825475507,9,0.33,0.18,0.04,0.11,110,250.035829579,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:168
0,1,40,247.093427858,10,0.3,0.1,0.04,0.16,101,247.942889395,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:180
0,1,40,245.034432816,11,0.95,0.75,0.04,0.17,98,246.011395089,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:190
0,1,40,242.760227928,12,0.18,0.08,0.04,0.06,107,244.128535586,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:202
0,1,40,243.302699909,13,0.26,0.11,0.03,0.12,107,244.253717799,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:206
0,1,40,241.071224046,14,0.67,0.13,0.03,0.51,102,242.165262923,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:207
0,2,40,547.263736894,0,0.37,0.27,0.04,0.06,104,548.845052281,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:37
0,2,40,486.325810064,1,0.31,0.16,0.04,0.11,99,487.912422524,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:40
0,2,40,484.540428648,2,0.81,0.62,0.03,0.15,89,485.581812348,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:46
0,2,40,468.80601193,3,0.29,0.16,0.04,0.1,89,470.092949443,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:57
0,2,40,446.811041342,4,0.64,0.53,0.03,0.08,84,448.311804945,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:74
0,2,40,464.497223711,5,0.39,0.21,0.03,0.15,86,465.410801459,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:87
0,2,40,443.914245473,6,1.69,1.36,0.03,0.3,87,445.229721225,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:98
0,2,40,255.859538474,7,0.49,0.18,0.03,0.29,93,257.188543914,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:123
0,2,40,254.463178916,8,0.43,0.32,0.03,0.08,99,255.2393158,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:132
0,2,40,253.422464296,9,0.42,0.28,0.03,0.11,102,254.471377472,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:144
0,2,40,250.335399184,10,0.45,0.24,0.04,0.17,89,251.559656664,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:156
0,2,40,249.209456863,11,0.36,0.22,0.03,0.11,94,250.303604099,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:166
0,2,40,247.816673657,12,0.46,0.15,0.03,0.28,98,248.888617053,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:175
0,2,40,246.150402463,13,0.6,0.2,0.03,0.37,102,247.127397371,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:185
0,2,40,243.170987867,14,0.52,0.22,0.03,0.27,105,244.162512133,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:197
0,3,40,549.177315644,0,1.07,0.35,0.05,0.66,91,550.889361349,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:35
0,3,40,484.850784042,1,0.48,0.11,0.04,0.34,104,486.412832141,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:47
0,3,40,473.906160035,2,0.63,0.47,0.03,0.13,93,475.256421586,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:59
0,3,40,465.295829262,3,0.46,0.21,0.03,0.22,102,466.790118195,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:72
0,3,40,445.4389644,4,1.44,1.34,0.03,0.07,101,446.818146343,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:88
0,3,40,258.149410304,5,0.33,0.22,0.03,0.08,98,259.302966382,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:108
0,3,40,257.257090242,6,0.36,0.13,0.03,0.2,90,258.007114,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:114
0,3,40,255.754851122,7,0.29,0.15,0.03,0.11,97,257.098471673,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:126
0,3,40,254.850694204,8,0.5,0.22,0.04,0.24,100,256.11072489,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:133
0,3,40,252.663503305,9,0.4,0.25,0.04,0.11,96,253.703406943,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:149
0,3,40,250.516880001,10,0.29,0.16,0.03,0.1,97,251.739000126,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:157
0,3,40,248.277716953,11,0.53,0.14,0.03,0.36,90,249.839128969,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:169
0,3,40,246.83570658,12,0.27,0.15,0.03,0.08,88,247.787066271,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:181
0,3,40,245.916142981,13,0.47,0.23,0.03,0.21,93,246.972937191,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:188
0,3,40,244.180200192,14,0.23,0.08,0.03,0.12,95,245.23018334,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:192
0,4,40,486.517257551,0,0.46,0.09,0.04,0.32,95,487.781073422,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:33
0,4,40,484.798830794,1,0.87,0.38,0.04,0.45,106,486.491616167,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:44
0,4,40,474.0831633,2,0.63,0.37,0.03,0.22,87,475.368306052,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:55
0,4,40,465.215253203,3,0.67,0.53,0.03,0.11,103,466.651874898,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:68
0,4,40,464.095711139,4,1.36,0.37,0.04,0.96,94,465.211036242,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:90
0,4,40,378.890246786,5,0.76,0.66,0.03,0.07,92,380.390968048,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:110
0,4,40,256.775307234,6,0.56,0.29,0.03,0.24,93,257.883553631,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:121
0,4,40,254.602743897,7,0.29,0.17,0.04,0.09,84,255.72663329,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:129
0,4,40,254.444778839,8,0.39,0.24,0.03,0.12,101,255.337654638,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:138
0,4,40,252.782947672,9,0.23,0.09,0.03,0.11,91,253.744548241,RETURNED,0.47503884231,0.0512938048049,10,17,pop:sample:145
