0,129.97,2.16
0,0,256,0.8125,0,6.11,0.26,5.74,0.11,275,0.7578125,RETURNED,0.392372688682,0.288689551605,23
0,0,256,0.8359375,1,7.54,0.13,7.23,0.19,268,0.796875,RETURNED,0.392372688682,0.288689551605,23
0,0,256,0.89453125,2,7.94,0.38,7.37,0.19,295,0.86328125,RETURNED,0.392372688682,0.288689551605,23
0,0,256,0.90234375,3,6.79,0.27,6.34,0.18,278,0.890625,RETURNED,0.392372688682,0.288689551605,23
0,0,256,0.93359375,4,6.63,0.14,6.31,0.18,276,0.90625,RETURNED,0.392372688682,0.288689551605,23
0,0,256,0.94140625,5,6.74,0.4,6.07,0.27,281,0.92578125,RETURNED,0.392372688682,0.288689551605,23
0,0,256,0.9375,6,7.14,0.26,6.77,0.12,292,0.9375,RETURNED,0.392372688682,0.288689551605,23
0,0,256,0.96484375,7,7.18,0.26,6.79,0.13,263,0.96484375,RETURNED,0.392372688682,0.288689551605,23
0,0,256,0.97265625,8,6.6,0.17,6.29,0.15,290,0.97265625,RETURNED,0.392372688682,0.288689551605,23
0,0,256,0.98046875,9,5.75,0.45,5.2,0.1,283,0.97265625,RETURNED,0.392372688682,0.288689551605,23
0,0,256,0.9921875,10,6.21,0.19,5.9,0.12,307,0.984375,RETURNED,0.392372688682,0.288689551605,23
0,1,256,0.8203125,0,11.07,0.16,10.74,0.16,466,0.75,RETURNED,0.690515353529,0.958649520058,23
0,1,256,0.83984375,1,10.31,0.16,10.03,0.12,466,0.80859375,RETURNED,0.690515353529,0.958649520058,23
0,1,256,0.89453125,2,11.64,0.15,11.3,0.19,461,0.8671875,RETURNED,0.690515353529,0.958649520058,23
0,1,256,0.9375,3,12.82,0.27,12.36,0.19,475,0.93359375,RETURNED,0.690515353529,0.958649520058,23
0,1,256,0.953125,4,10.37,0.17,9.96,0.23,470,0.94921875,RETURNED,0.690515353529,0.958649520058,23
0,1,256,0.9609375,5,11.18,0.23,10.74,0.2,474,0.9609375,RETURNED,0.690515353529,0.958649520058,23
0,1,256,0.96875,6,10.25,0.22,9.91,0.13,478,0.97265625,RETURNED,0.690515353529,0.958649520058,23
0,2,256,0.7890625,0,10.65,0.24,10.23,0.18,420,0.73046875,RETURNED,0.997688434672,0.528450127683,20
0,2,256,0.81640625,1,8.31,0.3,7.91,0.1,420,0.8125,RETURNED,0.997688434672,0.528450127683,20
0,2,256,0.82421875,2,9.6,0.22,9.16,0.22,420,0.85546875,RETURNED,0.997688434672,0.528450127683,20
0,2,256,0.8671875,3,9.05,0.25,8.7,0.11,420,0.90234375,RETURNED,0.997688434672,0.528450127683,20
0,2,256,0.8671875,4,9.24,0.2,8.9,0.15,420,0.94140625,RETURNED,0.997688434672,0.528450127683,20
0,2,256,0.87109375,5,10.32,0.16,9.91,0.25,420,0.94921875,RETURNED,0.997688434672,0.528450127683,20
0,2,256,0.8828125,6,12.03,0.21,11.66,0.15,420,0.953125,RETURNED,0.997688434672,0.528450127683,20
0,2,256,0.89453125,7,8.73,0.13,8.5,0.11,420,0.96875,RETURNED,0.997688434672,0.528450127683,20
0,3,256,0.796875,0,5.37,0.12,5.14,0.12,213,0.75,RETURNED,0.744872533198,0.460057177065,12
0,3,256,0.80078125,1,4.83,0.08,4.64,0.11,219,0.76953125,RETURNED,0.744872533198,0.460057177065,12
0,3,256,0.83984375,2,5.4,0.2,5.09,0.11,229,0.8359375,RETURNED,0.744872533198,0.460057177065,12
0,3,256,0.86328125,3,6.15,0.07,5.79,0.28,216,0.84765625,RETURNED,0.744872533198,0.460057177065,12
0,3,256,0.8828125,4,6.39,0.11,6.16,0.12,217,0.875,RETURNED,0.744872533198,0.460057177065,12
0,3,256,0.90625,5,5.49,0.12,5.26,0.12,222,0.90625,RETURNED,0.744872533198,0.460057177065,12
0,3,256,0.91015625,6,5.5,0.09,5.23,0.18,212,0.90234375,RETURNED,0.744872533198,0.460057177065,12
0,3,256,0.90625,7,4.71,0.11,4.48,0.12,212,0.92578125,RETURNED,0.744872533198,0.460057177065,12
0,3,256,0.94921875,8,4.51,0.16,4.21,0.14,209,0.95703125,RETURNED,0.744872533198,0.460057177065,12
0,3,256,0.94140625,9,5.73,0.27,5.34,0.12,215,0.9453125,RETURNED,0.744872533198,0.460057177065,12
0,3,256,0.9453125,10,5.8,0.17,5.51,0.13,228,0.9609375,RETURNED,0.744872533198,0.460057177065,12
0,3,256,0.953125,11,6.16,0.23,5.83,0.11,233,0.97265625,RETURNED,0.744872533198,0.460057177065,12
0,3,256,0.98046875,12,5.34,0.11,5.14,0.1,220,0.9765625,RETURNED,0.744872533198,0.460057177065,12
0,3,256,0.984375,13,5.3,0.49,4.69,0.12,219,0.98828125,RETURNED,0.744872533198,0.460057177065,12
0,4,256,0.828125,0,8.23,0.35,7.51,0.38,352,0.765625,RETURNED,0.59227249103,0.252886290338,23
0,4,256,0.84765625,1,8.58,0.43,7.95,0.2,352,0.80859375,RETURNED,0.59227249103,0.252886290338,23
0,4,256,0.8828125,2,8.54,0.19,8.18,0.17,357,0.85546875,RETURNED,0.59227249103,0.252886290338,23
0,4,256,0.91796875,3,7.95,0.41,7.39,0.15,343,0.91015625,RETURNED,0.59227249103,0.252886290338,23
0,4,256,0.9296875,4,9.54,0.8,8.39,0.35,336,0.91015625,RETURNED,0.59227249103,0.252886290338,23
0,4,256,0.9375,5,8.34,0.36,7.85,0.13,360,0.9375,RETURNED,0.59227249103,0.252886290338,23
0,4,256,0.9609375,6,8.58,0.17,8.32,0.09,317,0.95703125,RETURNED,0.59227249103,0.252886290338,23
0,4,256,0.97265625,7,8.21,0.56,7.46,0.19,339,0.96875,RETURNED,0.59227249103,0.252886290338,23
0,4,256,0.9921875,8,8.79,0.14,8.0,0.64,363,0.98828125,RETURNED,0.59227249103,0.252886290338,23
0,5,256,0.80078125,0,9.58,0.33,9.08,0.18,412,0.75390625,RETURNED,0.921563734403,0.756649868605,20
0,5,256,0.8203125,1,10.73,0.23,10.32,0.18,411,0.80859375,RETURNED,0.921563734403,0.756649868605,20
0,5,256,0.8671875,2,9.51,0.34,9.03,0.14,413,0.8671875,RETURNED,0.921563734403,0.756649868605,20
0,5,256,0.89453125,3,9.29,0.13,9.0,0.16,409,0.91015625,RETURNED,0.921563734403,0.756649868605,20
0,5,256,0.87890625,4,10.81,0.13,10.54,0.14,410,0.91796875,RETURNED,0.921563734403,0.756649868605,20
0,5,256,0.90234375,5,9.89,0.31,9.41,0.17,413,0.95703125,RETURNED,0.921563734403,0.756649868605,20
0,5,256,0.9140625,6,10.29,0.23,9.71,0.34,415,0.96484375,RETURNED,0.921563734403,0.756649868605,20
0,5,256,0.9296875,7,9.07,0.14,8.73,0.2,415,0.97265625,RETURNED,0.921563734403,0.756649868605,20
0,6,256,0.80078125,0,5.66,0.17,5.3,0.2,230,0.76953125,RETURNED,0.479509138084,0.52248083214,14
0,6,256,0.8203125,1,5.12,0.33,4.67,0.11,226,0.7734375,RETURNED,0.479509138084,0.52248083214,14
0,6,256,0.84375,2,5.48,0.1,5.28,0.1,236,0.828125,RETURNED,0.479509138084,0.52248083214,14
0,6,256,0.859375,3,4.6,0.1,4.4,0.1,225,0.859375,RETURNED,0.479509138084,0.52248083214,14
0,6,256,0.88671875,4,6.14,0.15,5.91,0.07,213,0.875,RETURNED,0.479509138084,0.52248083214,14
0,6,256,0.90625,5,6.07,0.24,5.74,0.09,244,0.8984375,RETURNED,0.479509138084,0.52248083214,14
0,6,256,0.9453125,6,5.57,0.12,5.09,0.35,223,0.92578125,RETURNED,0.479509138084,0.52248083214,14
0,6,256,0.953125,7,5.48,0.2,5.17,0.11,221,0.9453125,RETURNED,0.479509138084,0.52248083214,14
0,6,256,0.94140625,8,5.34,0.14,5.14,0.06,228,0.94140625,RETURNED,0.479509138084,0.52248083214,14
0,6,256,0.95703125,9,6.61,0.21,6.31,0.09,220,0.953125,RETURNED,0.479509138084,0.52248083214,14
0,6,256,0.96484375,10,5.23,0.2,4.91,0.12,222,0.96484375,RETURNED,0.479509138084,0.52248083214,14
0,6,256,0.96875,11,5.57,0.12,5.25,0.21,237,0.96875,RETURNED,0.479509138084,0.52248083214,14
0,6,256,0.984375,12,5.41,0.16,5.1,0.15,233,0.984375,RETURNED,0.479509138084,0.52248083214,14
0,6,256,0.98828125,13,4.5,0.08,4.36,0.06,222,0.98828125,RETURNED,0.479509138084,0.52248083214,14
0,7,256,0.75390625,0,6.03,0.23,5.68,0.12,255,0.74609375,RETURNED,0.00483987748637,0.602385312877,21
0,7,256,0.79296875,1,5.97,0.29,5.55,0.13,283,0.79296875,RETURNED,0.00483987748637,0.602385312877,21
0,7,256,0.875,2,6.73,0.16,6.42,0.15,267,0.875,RETURNED,0.00483987748637,0.602385312877,21
0,7,256,0.87890625,3,6.42,0.52,5.78,0.12,272,0.87890625,RETURNED,0.00483987748637,0.602385312877,21
0,7,256,0.890625,4,6.92,0.17,6.44,0.31,274,0.890625,RETURNED,0.00483987748637,0.602385312877,21
0,7,256,0.92578125,5,7.38,0.26,6.97,0.15,284,0.92578125,RETURNED,0.00483987748637,0.602385312877,21
0,7,256,0.9453125,6,6.65,0.26,6.2,0.19,253,0.9453125,RETURNED,0.00483987748637,0.602385312877,21
0,7,256,0.94921875,7,6.98,0.14,6.7,0.15,268,0.9453125,RETURNED,0.00483987748637,0.602385312877,21
0,7,256,0.96875,8,6.54,0.15,6.19,0.2,262,0.96484375,RETURNED,0.00483987748637,0.602385312877,21
0,7,256,0.98828125,9,7.06,0.33,6.48,0.25,266,0.9765625,RETURNED,0.00483987748637,0.602385312877,21
0,7,256,0.99609375,10,6.53,0.19,6.04,0.29,258,0.98828125,RETURNED,0.00483987748637,0.602385312877,21
0,7,256,0.99609375,11,5.4,0.41,4.84,0.15,259,0.9921875,RETURNED,0.00483987748637,0.602385312877,21
0,8,256,0.8359375,0,10.1,0.14,9.76,0.19,396,0.76171875,RETURNED,0.618247406758,0.764209302898,21
0,8,256,0.84765625,1,8.8,0.25,8.43,0.11,389,0.8203125,RETURNED,0.618247406758,0.764209302898,21
0,8,256,0.8984375,2,8.75,0.44,8.19,0.12,396,0.8671875,RETURNED,0.618247406758,0.764209302898,21
0,8,256,0.921875,3,9.16,0.15,8.87,0.15,389,0.90625,RETURNED,0.618247406758,0.764209302898,21
0,8,256,0.9453125,4,10.86,0.49,10.06,0.31,401,0.9296875,RETURNED,0.618247406758,0.764209302898,21
0,8,256,0.96484375,5,10.11,0.39,9.36,0.36,392,0.96484375,RETURNED,0.618247406758,0.764209302898,21
0,8,256,0.9765625,6,9.37,0.14,8.9,0.32,387,0.96875,RETURNED,0.618247406758,0.764209302898,21
0,8,256,0.9921875,7,9.83,0.12,9.39,0.32,400,0.984375,RETURNED,0.618247406758,0.764209302898,21
0,9,256,0.79296875,0,11.17,0.17,10.77,0.22,478,0.75390625,RETURNED,0.9879907174,0.201546201979,23
0,9,256,0.82421875,1,10.59,0.2,10.27,0.12,480,0.83984375,RETURNED,0.9879907174,0.201546201979,23
0,9,256,0.84375,2,10.74,0.18,10.44,0.12,475,0.8671875,RETURNED,0.9879907174,0.201546201979,23
0,9,256,0.8515625,3,11.44,0.28,10.93,0.23,478,0.9140625,RETURNED,0.9879907174,0.201546201979,23
0,9,256,0.87890625,4,10.46,0.32,9.96,0.17,480,0.9453125,RETURNED,0.9879907174,0.201546201979,23
0,9,256,0.8828125,5,11.88,0.14,11.48,0.26,476,0.94921875,RETURNED,0.9879907174,0.201546201979,23
0,9,256,0.90625,6,10.42,0.15,10.18,0.1,481,0.9765625,RETURNED,0.9879907174,0.201546201979,23
0,10,256,0.796875,0,5.88,0.29,5.41,0.17,236,0.75,RETURNED,0.440963216798,0.291720387492,18
0,10,256,0.83984375,1,5.38,0.27,5.02,0.09,233,0.80078125,RETURNED,0.440963216798,0.291720387492,18
0,10,256,0.84765625,2,5.91,0.11,5.67,0.14,233,0.83203125,RETURNED,0.440963216798,0.291720387492,18
0,10,256,0.875,3,5.84,0.4,5.31,0.12,230,0.859375,RETURNED,0.440963216798,0.291720387492,18
0,10,256,0.90625,4,4.81,0.11,4.59,0.11,246,0.89453125,RETURNED,0.440963216798,0.291720387492,18
0,10,256,0.9140625,5,5.8,0.13,5.55,0.11,241,0.91015625,RETURNED,0.440963216798,0.291720387492,18
0,10,256,0.92578125,6,5.13,0.13,4.6,0.39,213,0.921875,RETURNED,0.440963216798,0.291720387492,18
0,10,256,0.94921875,7,5.36,0.31,4.95,0.1,228,0.9453125,RETURNED,0.440963216798,0.291720387492,18
0,10,256,0.9609375,8,5.69,0.16,5.39,0.14,227,0.953125,RETURNED,0.440963216798,0.291720387492,18
0,10,256,0.95703125,9,6.42,0.27,5.97,0.17,240,0.95703125,RETURNED,0.440963216798,0.291720387492,18
0,10,256,0.96875,10,5.81,0.12,5.55,0.14,247,0.96875,RETURNED,0.440963216798,0.291720387492,18
0,10,256,0.984375,11,5.77,0.16,5.5,0.1,231,0.984375,RETURNED,0.440963216798,0.291720387492,18
0,10,256,0.984375,12,5.76,0.29,5.39,0.08,248,0.984375,RETURNED,0.440963216798,0.291720387492,18
0,11,256,0.62109375,0,1.8,0.23,1.48,0.09,76,0.609375,RETURNED,0.0621119522112,0.2150496234,13
0,11,256,0.6328125,1,1.86,0.08,1.61,0.17,67,0.625,RETURNED,0.0621119522112,0.2150496234,13
0,11,256,0.66015625,2,2.57,0.33,2.09,0.16,84,0.62109375,RETURNED,0.0621119522112,0.2150496234,13
0,11,256,0.734375,3,2.27,0.12,2.08,0.07,88,0.71875,RETURNED,0.0621119522112,0.2150496234,13
0,11,256,0.7109375,4,2.11,0.19,1.84,0.08,67,0.70703125,RETURNED,0.0621119522112,0.2150496234,13
0,11,256,0.74609375,5,2.04,0.1,1.83,0.11,66,0.73828125,RETURNED,0.0621119522112,0.2150496234,13
0,11,256,0.7734375,6,2.39,0.14,1.92,0.33,92,0.7421875,RETURNED,0.0621119522112,0.2150496234,13
0,11,256,0.78515625,7,1.9,0.15,1.63,0.12,69,0.77734375,RETURNED,0.0621119522112,0.2150496234,13
0,11,256,0.7890625,8,1.89,0.14,1.64,0.1,55,0.7890625,RETURNED,0.0621119522112,0.2150496234,13
0,11,256,0.80859375,9,2.63,0.13,2.41,0.09,86,0.8046875,RETURNED,0.0621119522112,0.2150496234,13
0,11,256,0.83203125,10,1.94,0.11,1.65,0.19,69,0.83203125,RETURNED,0.0621119522112,0.2150496234,13
0,11,256,0.859375,11,2.15,0.11,1.97,0.07,60,0.859375,RETURNED,0.0621119522112,0.2150496234,13
